QuestionId,ConstructId,ConstructName,SubjectId,SubjectName,CorrectAnswer,QuestionText,AnswerText,MisconceptionName
1559,2633,Identify congruence in shapes other than triangles,274,Congruency in Other Shapes,A,"Tom and Katie are discussing congruent shapes Tom says these two shapes are congruent ![Two identical 6-sided ""L shape"" polygons. One of the polygons has been rotated through 90 degrees.]() Katie says these two shapes are congruent ![Two 6-sided ""L shape"" polygons. One of the polygons has a wider upright section than the other.]() Who is correct?",Neither is correct,Does not understand that shapes are congruent if they have the same size and shape
1560,2012,Identify a unit of length,197,Volume and Capacity Units,D,"Sally has answered a question on perimeter and worked out an answer of \( 120 \).

Behind the star she has written the units that she used.

Which of the following units is definitely wrong? \( 120 \color{yellow}\bigstar \)",\( m \),Does not recognise metres as a unit of length
1560,2012,Identify a unit of length,197,Volume and Capacity Units,D,"Sally has answered a question on perimeter and worked out an answer of \( 120 \).

Behind the star she has written the units that she used.

Which of the following units is definitely wrong? \( 120 \color{yellow}\bigstar \)",\( \mathrm{km} \),Does not recognise km as a unit of length 
1560,2012,Identify a unit of length,197,Volume and Capacity Units,D,"Sally has answered a question on perimeter and worked out an answer of \( 120 \).

Behind the star she has written the units that she used.

Which of the following units is definitely wrong? \( 120 \color{yellow}\bigstar \)",\( 11 \),"Does not recognise inches ("") as a unit of length"
1561,1472,"Solve two-step linear equations, with the variable on one side, involving positive fractions",64,Linear Equations,A,"Solve the equation:
\(20 t-5=0\)",\( t=4 \),Swaps the dividend and divisor in order to get an integer answer
1561,1472,"Solve two-step linear equations, with the variable on one side, involving positive fractions",64,Linear Equations,A,"Solve the equation:
\(20 t-5=0\)",\( t=-\frac{1}{4} \),"When solving an equation, uses the same operation rather than the inverse."
1562,3408,Complete multi-step mental calculations,203,Mental Addition and Subtraction,A,"What is the value of:
\(
\frac{54+58}{2}
\)",\( 224 \),Multiplies rather than divides
1562,3408,Complete multi-step mental calculations,203,Mental Addition and Subtraction,A,"What is the value of:
\(
\frac{54+58}{2}
\)",\( 85 \),Does not interpret the correct order of operations in a fraction when there is an addition on the numerator
1563,1377,"Calculate the midpoint between two coordinates in 2D, where all the values are integers but at least one is negative",408,Midpoint Between Two Co-ordinates,C,"Cara is trying to work out the midpoint of these two points: \( (-5,7) \) and \( (-2,-1) \) She labels them like this: \( \left.\begin{array}{cccc}x_{1} & y_{1} & x_{2} & y_{2} \\ (-5, & 7) & (-2, & -1) \end{array}\right.\) And then decides to use this formula: \( \left(\frac{x_{1}+x_{2}}{2}, \frac{y_{1}+y_{2}}{2}\right) \) What is the \( \boldsymbol{y} \) value of the midpoint?",\( 6 \),Does not divide by 2 when finding midpoint
1563,1377,"Calculate the midpoint between two coordinates in 2D, where all the values are integers but at least one is negative",408,Midpoint Between Two Co-ordinates,C,"Cara is trying to work out the midpoint of these two points: \( (-5,7) \) and \( (-2,-1) \) She labels them like this: \( \left.\begin{array}{cccc}x_{1} & y_{1} & x_{2} & y_{2} \\ (-5, & 7) & (-2, & -1) \end{array}\right.\) And then decides to use this formula: \( \left(\frac{x_{1}+x_{2}}{2}, \frac{y_{1}+y_{2}}{2}\right) \) What is the \( \boldsymbol{y} \) value of the midpoint?",\( 4 \),Believes that adding a negative will increase the value of the original number
1564,1744,Find missing angles using angles on a straight line,181,"Basic Angle Facts (straight line, opposite, around a point, etc)",D,"What is the size of angle \( q \) ? ![Two angles on a straight line, one is labelled 62 degrees and the other is q]()",\( 62^{\circ} \),Student thinks that any two angles along a straight line are equal
1564,1744,Find missing angles using angles on a straight line,181,"Basic Angle Facts (straight line, opposite, around a point, etc)",D,"What is the size of angle \( q \) ? ![Two angles on a straight line, one is labelled 62 degrees and the other is q]()",\( 128^{\circ} \),"When “borrowing” during a subtraction problem, does not subtract one from the preceding digit"
1564,1744,Find missing angles using angles on a straight line,181,"Basic Angle Facts (straight line, opposite, around a point, etc)",D,"What is the size of angle \( q \) ? ![Two angles on a straight line, one is labelled 62 degrees and the other is q]()",\( 298^{\circ} \),Believes angles on a straight line add to 360 degrees
1565,1744,Find missing angles using angles on a straight line,181,"Basic Angle Facts (straight line, opposite, around a point, etc)",C,Adjacent angles on a straight line sum to...,\( 90^{\circ} \),Believes angles on a straight line add to 90 degrees
1565,1744,Find missing angles using angles on a straight line,181,"Basic Angle Facts (straight line, opposite, around a point, etc)",C,Adjacent angles on a straight line sum to...,\( 100^{\circ} \),Believes angles on a straight line add to 100 degrees
1565,1744,Find missing angles using angles on a straight line,181,"Basic Angle Facts (straight line, opposite, around a point, etc)",C,Adjacent angles on a straight line sum to...,\( 360^{\circ} \),Believes angles on a straight line add to 360 degrees
1566,2636,Solve length problems involving similar shapes where the missing length is the longer one,90,Length Scale Factors in Similar Shapes,A,"The shape below has a perimeter of \( p \). If the length of all the sides are doubled, what is the perimeter of the enlarged shape? ![A trapezium]()",\( p+2 \),Confuses additive and multiplicative relationships
1566,2636,Solve length problems involving similar shapes where the missing length is the longer one,90,Length Scale Factors in Similar Shapes,A,"The shape below has a perimeter of \( p \). If the length of all the sides are doubled, what is the perimeter of the enlarged shape? ![A trapezium]()",Not enough information,"Does not realise we can scale the perimeter as a whole, rather than finding individual side lengths"
1567,1437,Factorise a quadratic expression in the form x² - c,254,Difference of Two Squares,C,"Factorise this expression, if possible:
\(
p^{2}-9
\)",\( (p-3)(p-3) \),Factorises difference of two squares with the same sign in both brackets
1567,1437,Factorise a quadratic expression in the form x² - c,254,Difference of Two Squares,C,"Factorise this expression, if possible:
\(
p^{2}-9
\)",\( p(p-9) \),Believes only the first term needs to be divided when factorising an expression
1567,1437,Factorise a quadratic expression in the form x² - c,254,Difference of Two Squares,C,"Factorise this expression, if possible:
\(
p^{2}-9
\)",Does not factorise,Does not recognise difference of two squares
1568,318,Divide a decimal by an integer,102,"Averages (mean, median, mode) from a List of Data",B,"What is the mean of the following numbers?
\[
2, \quad 0.2, \quad 0.02
\]",\( 0.2 \),Finds the median instead of the mean
1569,2723,Substitute numbers into a SUVAT equation to work out distance,67,Substitution into Formula,A,"\( s=u t+\frac{1}{2} a t^{2} \) What is the value of \( s \) when
a=6 
u=3 
t=4
",\( 156 \),"When a variable in an expression has a power, thinks the power applies to the whole expression"
1569,2723,Substitute numbers into a SUVAT equation to work out distance,67,Substitution into Formula,A,"\( s=u t+\frac{1}{2} a t^{2} \) What is the value of \( s \) when
a=6 
u=3 
t=4
",\( 576 \),"When a variable in an expression has a power, thinks the power applies to the whole expression"
1570,3516,Determine the input of a double function machine used to create an algebraic expression,649,Function Machines,B,"![A function machine with 4 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left is empty and says ""input"" above it. The next rectangle has ""− 4"" written inside it, the next rectangle has ""✕ 4"" written inside it and the final rectangle on the right has ""output"" written above it and ""8m − 20"" written inside it.]() What is the input of this function machine?",\( 2 m-16 \),Thinks you apply one inverse operation to one term and the other inverse operation to the other term
1570,3516,Determine the input of a double function machine used to create an algebraic expression,649,Function Machines,B,"![A function machine with 4 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left is empty and says ""input"" above it. The next rectangle has ""− 4"" written inside it, the next rectangle has ""✕ 4"" written inside it and the final rectangle on the right has ""output"" written above it and ""8m − 20"" written inside it.]() What is the input of this function machine?",\( 2 m-20 \),Does not apply the inverse function to every term in an expression
1570,3516,Determine the input of a double function machine used to create an algebraic expression,649,Function Machines,B,"![A function machine with 4 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left is empty and says ""input"" above it. The next rectangle has ""− 4"" written inside it, the next rectangle has ""✕ 4"" written inside it and the final rectangle on the right has ""output"" written above it and ""8m − 20"" written inside it.]() What is the input of this function machine?",\( 2 m-5 \),Has completed only one of the two operations.
1571,919,Determine if a given point lies on a line,257,Plotting Lines from Tables of Values,D,"Jo and Paul are arguing about points on the line
\(4 x-5 y=20\)

Jo says \( (10,-4) \) lies on the line \( \mathbf{4 x}-\mathbf{5 y}=\mathbf{2 0} \)

Paul says \( (-4,10) \) lies on the line \( \mathbf{4} \boldsymbol{x}-\mathbf{5 y}=\mathbf{2 0} \)

Who is correct?","Only
Jo","When subtracting a negative number from a positive number, uses a method which assumes one of the negative signs can be ignored "
1572,2648,"Reflect an object or a point in a diagonal line with the line of reflection drawn, where the line of reflection lies on the edge or outside the object",92,Reflection,D,"The triangle is reflected in the dashed line
What are the new coordinates of point \( \mathrm{P} \) ? ![A coordinate grid with the reflection line y=-x drawn and a triangle with the coordinates (-2,3) (-1,4) and (0,3). P is the point (0,3)]()","\( (-6,3) \)",Counts the squares rather than the diagonals when reflecting in y=x or y=-x 
1572,2648,"Reflect an object or a point in a diagonal line with the line of reflection drawn, where the line of reflection lies on the edge or outside the object",92,Reflection,D,"The triangle is reflected in the dashed line
What are the new coordinates of point \( \mathrm{P} \) ? ![A coordinate grid with the reflection line y=-x drawn and a triangle with the coordinates (-2,3) (-1,4) and (0,3). P is the point (0,3)]()","\( (-3,6) \)",Fails to reflect across mirror line
1572,2648,"Reflect an object or a point in a diagonal line with the line of reflection drawn, where the line of reflection lies on the edge or outside the object",92,Reflection,D,"The triangle is reflected in the dashed line
What are the new coordinates of point \( \mathrm{P} \) ? ![A coordinate grid with the reflection line y=-x drawn and a triangle with the coordinates (-2,3) (-1,4) and (0,3). P is the point (0,3)]()","\( (-3,3) \)",Fails to reflect across mirror line
1573,1902,Construct a triangle using Side-Angle-Side,191,Construct Triangle,C,Which combination of mathematical instruments has been used to construct this triangle? ![A triangle construction with one angle and two sides labelled ](),"Protractor 
Compass",Forgets you need a ruler to measure lengths
1573,1902,Construct a triangle using Side-Angle-Side,191,Construct Triangle,C,Which combination of mathematical instruments has been used to construct this triangle? ![A triangle construction with one angle and two sides labelled ](),"Ruler 
Compass",Forgets you need a protractor to measure angles
1573,1902,Construct a triangle using Side-Angle-Side,191,Construct Triangle,C,Which combination of mathematical instruments has been used to construct this triangle? ![A triangle construction with one angle and two sides labelled ](),"Ruler 
Protractor",Forgets you need a compass to draw arcs
1574,73,Solve problems that combine addition or subtraction with multiplication,1975,Combining Operations,D,"Every week for \( 4 \) weeks, Cara buys a magazine for \( £ 6 \) and gets her nails painted for \( £ 28 \).

How much money does Cara spend altogether?",\( £ 34 \),Forgets to multiply up for the correct time frame in a worded question
1574,73,Solve problems that combine addition or subtraction with multiplication,1975,Combining Operations,D,"Every week for \( 4 \) weeks, Cara buys a magazine for \( £ 6 \) and gets her nails painted for \( £ 28 \).

How much money does Cara spend altogether?",\( £ 52 \),Does not interpret the correct order of operations from a worded problem
1574,73,Solve problems that combine addition or subtraction with multiplication,1975,Combining Operations,D,"Every week for \( 4 \) weeks, Cara buys a magazine for \( £ 6 \) and gets her nails painted for \( £ 28 \).

How much money does Cara spend altogether?",\( £ 118 \),Does not interpret the correct order of operations from a worded problem
1575,480,Calculate the cube root of a number,246,"Square Roots, Cube Roots, etc",A,\( \sqrt[3]{125}= \),\( \frac{125}{3} \),Divides by the order of the root
1575,480,Calculate the cube root of a number,246,"Square Roots, Cube Roots, etc",A,\( \sqrt[3]{125}= \),\( 375 \),Has multiplied by the root power
1576,1755,Identify corresponding angles,182,Angle Facts with Parallel Lines,B,"\( \mathrm{M} \) and \( \mathrm{N} \) are the intersections of the line \( X Y \) with the lines \( P Q \) and RS.
Which angle is corresponding to angle MNS? ![A pair of parallel lines pointing up to the left. PQ and RS are the ends of the parallel lines. PQ is on the left of the diagram with Q being the top left.
A red straight line, XY, crosses the parallel lines. X is on the left of the diagram.
Line XY crosses line PQ at a point marked M.
Line XY crosses line RS at a point marked N.
The angle MNS is marked in red.]()",YNR,Confuses corresponding and vertically opposite angles
1576,1755,Identify corresponding angles,182,Angle Facts with Parallel Lines,B,"\( \mathrm{M} \) and \( \mathrm{N} \) are the intersections of the line \( X Y \) with the lines \( P Q \) and RS.
Which angle is corresponding to angle MNS? ![A pair of parallel lines pointing up to the left. PQ and RS are the ends of the parallel lines. PQ is on the left of the diagram with Q being the top left.
A red straight line, XY, crosses the parallel lines. X is on the left of the diagram.
Line XY crosses line PQ at a point marked M.
Line XY crosses line RS at a point marked N.
The angle MNS is marked in red.]()",QMN,Confuses co-interior and corresponding angles
1576,1755,Identify corresponding angles,182,Angle Facts with Parallel Lines,B,"\( \mathrm{M} \) and \( \mathrm{N} \) are the intersections of the line \( X Y \) with the lines \( P Q \) and RS.
Which angle is corresponding to angle MNS? ![A pair of parallel lines pointing up to the left. PQ and RS are the ends of the parallel lines. PQ is on the left of the diagram with Q being the top left.
A red straight line, XY, crosses the parallel lines. X is on the left of the diagram.
Line XY crosses line PQ at a point marked M.
Line XY crosses line RS at a point marked N.
The angle MNS is marked in red.]()",NMP,Confuses corresponding and alternate angles
1577,2114,Convert between cl and l,197,Volume and Capacity Units,C,"\[
30 \text { centilitres }=\bigstar \text { litres }
\]
What should replace the star?",\( 3000 \),Multiplies when converting to a larger unit
1577,2114,Convert between cl and l,197,Volume and Capacity Units,C,"\[
30 \text { centilitres }=\bigstar \text { litres }
\]
What should replace the star?",\( 3 \),Thinks there are 10cl in a litre
1577,2114,Convert between cl and l,197,Volume and Capacity Units,C,"\[
30 \text { centilitres }=\bigstar \text { litres }
\]
What should replace the star?",\( 0.03 \),Confuses cl and ml
1578,1446,Recognise whether you need to add or subtract linear equations in order to eliminate a variable,63,Simultaneous Equations,D,"What do you need to do to eliminate the \( q s \) in each of these pairs of simultaneous equations?
 Pair \( 1 \)
\(
\begin{array}{l}
5 p+2 q=12 \\
3 p+2 q=8
\end{array}
\) Pair \( 2 \)
\(
\begin{array}{l}
5 p-2 q=12 \\
3 p-2 q=8
\end{array}
\)","Add Pair \( 1 \)
Subtract Pair \( 2 \)","Believes that when eliminating a variable, if the signs of the terms with matching coefficients are the same, we do the operation matching the sign (+ if positive, - if negative)"
1578,1446,Recognise whether you need to add or subtract linear equations in order to eliminate a variable,63,Simultaneous Equations,D,"What do you need to do to eliminate the \( q s \) in each of these pairs of simultaneous equations?
 Pair \( 1 \)
\(
\begin{array}{l}
5 p+2 q=12 \\
3 p+2 q=8
\end{array}
\) Pair \( 2 \)
\(
\begin{array}{l}
5 p-2 q=12 \\
3 p-2 q=8
\end{array}
\)","Add Pair \( 1 \)
Add Pair \( 2 \)","Believes that when eliminating a variable, if the signs of the terms with matching coefficients are the same, we add the equations."
1578,1446,Recognise whether you need to add or subtract linear equations in order to eliminate a variable,63,Simultaneous Equations,D,"What do you need to do to eliminate the \( q s \) in each of these pairs of simultaneous equations?
 Pair \( 1 \)
\(
\begin{array}{l}
5 p+2 q=12 \\
3 p+2 q=8
\end{array}
\) Pair \( 2 \)
\(
\begin{array}{l}
5 p-2 q=12 \\
3 p-2 q=8
\end{array}
\)","Subtract Pair \( 1 \)
Add Pair \( 2 \)","Believes that when eliminating a variable, if the signs of the terms with matching coefficients are the same, we do the operation inverse to the sign (- if positive, + if negative)"
1579,2741,Read values off a displacement-time graph,117,Time Series and Line Graphs,C,"How far away from home was Rachel at 10:15? ![A line graph with title ""A graph to show the distance Rachel travels from her home on her daily run."" 
The x-axis is titled ""Time"" and is labelled with times from 0800 to 1300 in steps of 1 hour, with the axis going half an hour beyond 1300.
The y-axis is titled ""Distance from home (Km)"" and the scale is from 0 to 8 in steps of 1km. The following points are plotted and joined together: (0800, 0), (0830, 2), (0900, 3.5),(1000, 6), (1030, 7), (1100, 7.5),(1230, 7.5),(1300, 4.5), (1330, 0).    ]()",\( 6.5 \mathrm{~m} \),"When reading values from graphs, writes down the wrong units"
1579,2741,Read values off a displacement-time graph,117,Time Series and Line Graphs,C,"How far away from home was Rachel at 10:15? ![A line graph with title ""A graph to show the distance Rachel travels from her home on her daily run."" 
The x-axis is titled ""Time"" and is labelled with times from 0800 to 1300 in steps of 1 hour, with the axis going half an hour beyond 1300.
The y-axis is titled ""Distance from home (Km)"" and the scale is from 0 to 8 in steps of 1km. The following points are plotted and joined together: (0800, 0), (0830, 2), (0900, 3.5),(1000, 6), (1030, 7), (1100, 7.5),(1230, 7.5),(1300, 4.5), (1330, 0).    ]()",\( 650 \mathrm{~m} \),Thinks there are 100m and a km
1579,2741,Read values off a displacement-time graph,117,Time Series and Line Graphs,C,"How far away from home was Rachel at 10:15? ![A line graph with title ""A graph to show the distance Rachel travels from her home on her daily run."" 
The x-axis is titled ""Time"" and is labelled with times from 0800 to 1300 in steps of 1 hour, with the axis going half an hour beyond 1300.
The y-axis is titled ""Distance from home (Km)"" and the scale is from 0 to 8 in steps of 1km. The following points are plotted and joined together: (0800, 0), (0830, 2), (0900, 3.5),(1000, 6), (1030, 7), (1100, 7.5),(1230, 7.5),(1300, 4.5), (1330, 0).    ]()",\( 7 \mathrm{~km} \),Misreads scale
1580,1560,Given a situation sketch an appropriate real life graph,58,Real Life Graphs,A,"Johan wants to plot a graph to show the distance a ball travels over time.

After \( 2 \) seconds the ball has travelled \( 3 \) metres.

Where on the graph should Johan plot this?",![A graph with time (sec) on the horizontal axis and distance (m) on the vertical axis. B is plotted above 3 on the horizontal axis and right of 2 on the vertical axis.](),"When reading value from graph, reads from the wrong axes."
1580,1560,Given a situation sketch an appropriate real life graph,58,Real Life Graphs,A,"Johan wants to plot a graph to show the distance a ball travels over time.

After \( 2 \) seconds the ball has travelled \( 3 \) metres.

Where on the graph should Johan plot this?",![A graph with time (sec) on the horizontal axis and distance (m) on the vertical axis. C is plotted below 3 on the horizontal axis and right of -2 on the vertical axis.](),"When reading value from graph, reads from the wrong axes."
1580,1560,Given a situation sketch an appropriate real life graph,58,Real Life Graphs,A,"Johan wants to plot a graph to show the distance a ball travels over time.

After \( 2 \) seconds the ball has travelled \( 3 \) metres.

Where on the graph should Johan plot this?",![A graph with time (sec) on the horizontal axis and distance (m) on the vertical axis. D is plotted below 2 on the horizontal axis and right of -3 on the vertical axis.](),Confuses negative and positive coordinates when working with graphs in four quadrants
1581,2296,Calculate the volume of a cube,189,Volume of Prisms,C,What is the volume of this cube? ![A cube with one side labelled 5 cm.](),\( 120 \mathrm{~cm}^{3} \),Calculates perimeter when asked for area
1581,2296,Calculate the volume of a cube,189,Volume of Prisms,C,What is the volume of this cube? ![A cube with one side labelled 5 cm.](),\( 100 \mathrm{~cm}^{3} \),Does not recognise that all lengths on a cube are equal
1581,2296,Calculate the volume of a cube,189,Volume of Prisms,C,What is the volume of this cube? ![A cube with one side labelled 5 cm.](),\( 150 \mathrm{~cm}^{3} \),Finds surface area when asked for volume
1582,441,Multiply proper fractions in the form: Fraction × Fraction,231,Multiplying Fractions,A,"Calculate:
\(
\frac{1}{9} \times \frac{1}{5}
\)",\( \frac{2}{14} \),"When multiplying fractions, adds the numerators and the denominators"
1582,441,Multiply proper fractions in the form: Fraction × Fraction,231,Multiplying Fractions,A,"Calculate:
\(
\frac{1}{9} \times \frac{1}{5}
\)",\( \frac{5}{9} \),when multiplying fractions multiplies by the reciprocal of the 2nd fraction instead
1582,441,Multiply proper fractions in the form: Fraction × Fraction,231,Multiplying Fractions,A,"Calculate:
\(
\frac{1}{9} \times \frac{1}{5}
\)",\( \frac{1}{14} \),"When multiplying fractions, multiplies the numerator and adds the denominator"
1583,473,Calculate the square of a number,649,Function Machines,B,"![A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left has ""input"" written above it and ""30"" written inside it. The middle rectangle has ""squared"" written inside it and the final rectangle is empty and has ""output"" written above it.]() What is the output of this function machine?",\( 60 \),Mixes up squaring and multiplying by 2 or doubling
1583,473,Calculate the square of a number,649,Function Machines,B,"![A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left has ""input"" written above it and ""30"" written inside it. The middle rectangle has ""squared"" written inside it and the final rectangle is empty and has ""output"" written above it.]() What is the output of this function machine?",\( 15 \),Mixes up squaring and halving
1584,447,Divide proper fractions in the form: Integer ÷ Fraction,232,Dividing Fractions,B,"Calculate
\(
2 \div \frac{1}{5}
\)",\( \frac{2}{5} \),"When dividing an integer by a fraction, thinks they can just multiply instead."
1584,447,Divide proper fractions in the form: Integer ÷ Fraction,232,Dividing Fractions,B,"Calculate
\(
2 \div \frac{1}{5}
\)",\( \frac{1}{10} \),"When dividing fractions, does the reciprocal of the first fraction instead of the second"
1584,447,Divide proper fractions in the form: Integer ÷ Fraction,232,Dividing Fractions,B,"Calculate
\(
2 \div \frac{1}{5}
\)",\( \frac{5}{2} \),"When dividing fractions, does the reciprocal of both fractions"
1585,461,Write numbers between 0 and 1 in standard form,47,Standard Form,D,"Write the following number in standard form:
\[
0.00506
\]",\( 5.06 \times 10^{3} \),Does not think we can have negative powers in standard form
1585,461,Write numbers between 0 and 1 in standard form,47,Standard Form,D,"Write the following number in standard form:
\[
0.00506
\]",\( 5.6 \times 10^{-3} \),When changing a number to standard form omits zero's of significance 
1585,461,Write numbers between 0 and 1 in standard form,47,Standard Form,D,"Write the following number in standard form:
\[
0.00506
\]",\( 5.06 \times 10^{-5} \),When changing a number to standard form omits zero's of significance 
1586,1433,Factorise a quadratic expression in the form ax² + bx + c,53,Factorising into a Double Bracket,C,Factorise \( 9 x^{2}-24 x+16 \),\( (3 x+4)^{2} \),"When factorising a quadratic with a coefficient of x squared, believes the signs and/or positions of the constants are interchangeable"
1586,1433,Factorise a quadratic expression in the form ax² + bx + c,53,Factorising into a Double Bracket,C,Factorise \( 9 x^{2}-24 x+16 \),\( (9 x-4)^{2} \),"When factorising a quadratic with a non-unit coefficient of x squared, believes that coefficient will be in front of both x terms in the factorised form"
1587,3118,Read a fraction on a scale where the required number is marked by a dash between two numbers,228,Ordering Fractions,A,What fraction is the arrow pointing to? ![An image of a numberline with 5 dashes. On the leftmost dash is the number 1/5. On the rightmost dash is the number 3/5. An arrow points to the 4th dash from the left](),\( \frac{2}{5} \),Does not realise you can use equivalent fractions to break fractions up into smaller divisions
1587,3118,Read a fraction on a scale where the required number is marked by a dash between two numbers,228,Ordering Fractions,A,What fraction is the arrow pointing to? ![An image of a numberline with 5 dashes. On the leftmost dash is the number 1/5. On the rightmost dash is the number 3/5. An arrow points to the 4th dash from the left](),\( \frac{3}{4} \),When reading a dash on a number line does not take into account the number at the start or the width of each division
1587,3118,Read a fraction on a scale where the required number is marked by a dash between two numbers,228,Ordering Fractions,A,What fraction is the arrow pointing to? ![An image of a numberline with 5 dashes. On the leftmost dash is the number 1/5. On the rightmost dash is the number 3/5. An arrow points to the 4th dash from the left](),There is no such fraction,Does not realise you can use equivalent fractions to break fractions up into smaller divisions
1588,3346,Identify the order of rotational symmetry of a shape,88,Properties of Quadrilaterals,D,Which shape has the lowest order of rotational symmetry?,![Equilateral triangle](),Does not know how to find order of rotational symmetry
1588,3346,Identify the order of rotational symmetry of a shape,88,Properties of Quadrilaterals,D,Which shape has the lowest order of rotational symmetry?,![Circle](),Does not know how to find order of rotational symmetry
1588,3346,Identify the order of rotational symmetry of a shape,88,Properties of Quadrilaterals,D,Which shape has the lowest order of rotational symmetry?,![Square](),Does not know how to find order of rotational symmetry
1589,3215,Round numbers to an appropriate degree to estimate the answer to a calculation,216,Estimation,C,"When estimating the answer to a complicated problem involving \( 0.482 \), you should instead use...",\( 0 \),Rounds to the nearest integer rather than one significant figure
1589,3215,Round numbers to an appropriate degree to estimate the answer to a calculation,216,Estimation,C,"When estimating the answer to a complicated problem involving \( 0.482 \), you should instead use...",\( 0.4 \),Rounds down instead of up
1589,3215,Round numbers to an appropriate degree to estimate the answer to a calculation,216,Estimation,C,"When estimating the answer to a complicated problem involving \( 0.482 \), you should instead use...",\( 0.48 \),"Rounds to the nearest hundredth, rather than one significant figure"
1590,2708,Describe simple directions to translate a shape or object using words not vectors,95,Translation and Vectors,A,Which of the following describes how to get from point \( P \) to point \( Q \) ? ![Point P and Point Q are marked on a grid. Q is 4 squares to the right and 2 squares above P](),\( 5 \) squares right \( 3 \) squares up,"When describing a translation, counts the corners of squares (including the starting one) rather than the number of jumps between squares."
1590,2708,Describe simple directions to translate a shape or object using words not vectors,95,Translation and Vectors,A,Which of the following describes how to get from point \( P \) to point \( Q \) ? ![Point P and Point Q are marked on a grid. Q is 4 squares to the right and 2 squares above P](),\( 4 \) squares left \( 2 \) squares down,"When describing a translation, goes from the image to the original"
1590,2708,Describe simple directions to translate a shape or object using words not vectors,95,Translation and Vectors,A,Which of the following describes how to get from point \( P \) to point \( Q \) ? ![Point P and Point Q are marked on a grid. Q is 4 squares to the right and 2 squares above P](),\( 5 \) squares right \( 2 \) squares up,"When describing a translation, counts the corners of squares (including the starting one) rather than the number of jumps between squares."
1591,2303,Calculate the volume of other prisms when the dimensions are given in the same units,189,Volume of Prisms,C,"What is the area of the shaded face? ![A prism of length 11mm. The cross-section, which is shaded, is a trapezium. The perpendicular height of the trapezium is 6mm. The two parallel sides of the trapezium are 6mm and 10mm.]()",\( 80 \mathrm{~mm}^{2} \),Does not half sum of parallel sides when finding area of a trapezium
1591,2303,Calculate the volume of other prisms when the dimensions are given in the same units,189,Volume of Prisms,C,"What is the area of the shaded face? ![A prism of length 11mm. The cross-section, which is shaded, is a trapezium. The perpendicular height of the trapezium is 6mm. The two parallel sides of the trapezium are 6mm and 10mm.]()",\( 300 \mathrm{~mm}^{2} \),Multiplies all given dimensions when calculating an area
1591,2303,Calculate the volume of other prisms when the dimensions are given in the same units,189,Volume of Prisms,C,"What is the area of the shaded face? ![A prism of length 11mm. The cross-section, which is shaded, is a trapezium. The perpendicular height of the trapezium is 6mm. The two parallel sides of the trapezium are 6mm and 10mm.]()",\( 150 \mathrm{~mm}^{2} \),Multiplies all given dimensions when calculating an area
1592,399,Identify non-unit fractions when part of a shape,225,Fractions of an Amount,A,What fraction of the rectangle is shaded? ![Rectangle split into 100 equal parts with 27 parts shaded in yellow](),\( \frac{27}{73} \),Denominator used for other parts rather than total parts
1592,399,Identify non-unit fractions when part of a shape,225,Fractions of an Amount,A,What fraction of the rectangle is shaded? ![Rectangle split into 100 equal parts with 27 parts shaded in yellow](),\( 27 \),Does not know how to write a fraction - just given an integer answer
1593,3338,Identify a transversal,182,Angle Facts with Parallel Lines,B,"Line JK is.. ![A pair of parallel lines are drawn with the arrow on each pointing to the right.
A straight red line, KJ, is drawn so that diagonally crosses both parallel lines.]()",Skew,Does not know the term transversal
1593,3338,Identify a transversal,182,Angle Facts with Parallel Lines,B,"Line JK is.. ![A pair of parallel lines are drawn with the arrow on each pointing to the right.
A straight red line, KJ, is drawn so that diagonally crosses both parallel lines.]()",Perpendicular,Believes any lines that cross are perpendicular
1594,3207,"Understand the terms equilateral and regular, and recognise the notation for regular polygons",1213,2D Names and Properties of Shapes-Others,D,What do the dashes tell you about the sides of this polygon? ![A hexagon with a dash on each side.](),They are parallel,Confuses the sign for parallel lines as being dashes
1594,3207,"Understand the terms equilateral and regular, and recognise the notation for regular polygons",1213,2D Names and Properties of Shapes-Others,D,What do the dashes tell you about the sides of this polygon? ![A hexagon with a dash on each side.](),They are straight,Confuses the signs for straight lines as being dashes
1594,3207,"Understand the terms equilateral and regular, and recognise the notation for regular polygons",1213,2D Names and Properties of Shapes-Others,D,What do the dashes tell you about the sides of this polygon? ![A hexagon with a dash on each side.](),They are the midpoints,Misunderstands dashed lines as being the midpoint
1595,2741,Read values off a displacement-time graph,58,Real Life Graphs,B,"This graph shows the position of a ball, relative to a fixed point, over time.

Approximately how far away from its starting point is the ball after \( 8 \) seconds? ![A graph showing time (secs) on the horizontal axis and position (m) on the vertical axis. The graph starts at (0,6) travels in a straight line to (8,15), then a straight line to (16,-15) then a straight line to (24,0). ]()",\( 14.5 \mathrm{~m} \),Assumes that a graph always starts at the origin
1596,400,Calculate unit fractions of an amount,209,Time,C,\( \frac{1}{12} \) of an hour \( = ____\) minutes,\( 8.3 \),Answers as if there are 100 minutes in an hour
